"G","Date","Tm","X","Opp","Result","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","Player","RSorPO"
69,"2002-03-27","LAL","@","PHO","L",1,"41:00",9,20,0.45,0,1,0,18,20,0.9,3,1,4,3,0,0,5,1,36,23.9,"Kobe Bryant","Regular Season"
70,"2002-03-29","LAL","","POR","W",1,"41:00",12,26,0.46,0,1,0,10,11,0.91,0,7,7,6,2,0,0,3,34,27.3,"Kobe Bryant","Regular Season"
71,"2002-03-31","LAL","","SAS","W",1,"47:00",11,24,0.46,0,0,NA,9,9,1,2,7,9,3,1,1,6,4,31,18.3,"Kobe Bryant","Regular Season"
72,"2002-04-02","LAL","@","WAS","W",1,"33:00",6,13,0.46,0,0,NA,2,2,1,0,2,2,6,1,0,4,3,14,7.9,"Kobe Bryant","Regular Season"
73,"2002-04-03","LAL","@","NJN","L",1,"44:00",14,30,0.47,0,1,0,5,5,1,2,2,4,3,1,0,3,1,33,19.3,"Kobe Bryant","Regular Season"
74,"2002-04-05","LAL","@","BOS","L",1,"38:00",5,25,0.2,0,2,0,16,18,0.89,0,6,6,2,1,1,2,4,26,11,"Kobe Bryant","Regular Season"
75,"2002-04-07","LAL","@","MIA","W",1,"38:00",8,12,0.67,0,0,NA,3,3,1,2,9,11,4,0,0,2,2,19,17.9,"Kobe Bryant","Regular Season"
76,"2002-04-09","LAL","","UTA","W",1,"34:00",8,16,0.5,0,0,NA,6,7,0.86,0,4,4,5,1,2,4,3,22,15.5,"Kobe Bryant","Regular Season"
77,"2002-04-11","LAL","","MIN","W",1,"38:00",9,20,0.45,0,1,0,10,10,1,1,2,3,2,0,0,2,5,28,16.3,"Kobe Bryant","Regular Season"
78,"2002-04-14","LAL","@","POR","L",1,"51:00",6,15,0.4,0,2,0,11,14,0.79,0,7,7,9,3,2,6,4,23,18.9,"Kobe Bryant","Regular Season"
79,"2002-04-15","LAL","","SEA","W",1,"31:00",7,16,0.44,1,3,0.33,4,4,1,1,4,5,4,2,0,3,4,19,12.7,"Kobe Bryant","Regular Season"
80,"2002-04-17","LAL","","SAC","W",1,"29:00",9,17,0.53,0,4,0,3,3,1,0,4,4,5,1,0,2,1,21,16,"Kobe Bryant","Regular Season"
1,"2002-10-29","LAL","","SAS","L",1,"43:00",9,29,0.31,1,2,0.5,8,12,0.67,5,5,10,5,4,2,6,3,27,15.4,"Kobe Bryant","Regular Season"
2,"2002-10-30","LAL","@","POR","L",1,"37:00",9,18,0.5,3,7,0.43,4,4,1,1,9,10,2,2,2,3,3,25,20,"Kobe Bryant","Regular Season"
3,"2002-11-01","LAL","@","LAC","W",1,"41:00",12,18,0.67,1,2,0.5,8,8,1,5,10,15,12,2,1,4,3,33,37.6,"Kobe Bryant","Regular Season"
4,"2002-11-03","LAL","","POR","W",1,"50:00",11,19,0.58,2,6,0.33,9,11,0.82,5,9,14,12,1,0,4,5,33,32.9,"Kobe Bryant","Regular Season"
5,"2002-11-05","LAL","@","CLE","L",1,"41:00",5,13,0.38,1,1,1,4,4,1,3,10,13,9,2,0,5,2,15,15.5,"Kobe Bryant","Regular Season"
6,"2002-11-07","LAL","@","BOS","L",1,"46:00",17,47,0.36,0,8,0,7,7,1,2,7,9,4,4,0,5,3,41,19,"Kobe Bryant","Regular Season"
7,"2002-11-08","LAL","@","WAS","L",1,"38:00",8,21,0.38,0,0,NA,11,11,1,1,5,6,4,0,2,2,5,27,17.9,"Kobe Bryant","Regular Season"
8,"2002-11-12","LAL","","ATL","L",1,"45:00",8,22,0.36,0,2,0,5,7,0.71,4,2,6,8,4,1,2,2,21,18.9,"Kobe Bryant","Regular Season"
9,"2002-11-15","LAL","","GSW","W",1,"46:00",18,40,0.45,1,3,0.33,8,10,0.8,0,4,4,4,3,1,1,3,45,28.9,"Kobe Bryant","Regular Season"
10,"2002-11-17","LAL","","HOU","L",1,"45:00",18,37,0.49,1,2,0.5,9,11,0.82,0,6,6,4,0,1,3,3,46,27.6,"Kobe Bryant","Regular Season"
11,"2002-11-19","LAL","@","DAL","L",1,"33:00",7,21,0.33,0,1,0,2,4,0.5,1,4,5,3,3,0,5,2,16,4.5,"Kobe Bryant","Regular Season"
12,"2002-11-20","LAL","@","SAS","L",1,"43:00",8,25,0.32,0,2,0,8,12,0.67,1,7,8,7,4,1,1,1,24,19.1,"Kobe Bryant","Regular Season"
13,"2002-11-22","LAL","","CHI","W",1,"39:00",7,14,0.5,1,3,0.33,6,11,0.55,2,8,10,7,5,1,6,1,21,20,"Kobe Bryant","Regular Season"
14,"2002-11-24","LAL","","MIL","W",1,"44:00",6,15,0.4,0,3,0,3,3,1,2,9,11,11,1,0,2,3,15,16.5,"Kobe Bryant","Regular Season"
15,"2002-11-26","LAL","@","MIA","L",1,"32:00",8,14,0.57,1,4,0.25,4,7,0.57,1,6,7,4,3,0,2,3,21,18.3,"Kobe Bryant","Regular Season"
16,"2002-11-27","LAL","@","ORL","L",1,"46:00",14,31,0.45,0,0,NA,10,13,0.77,2,8,10,4,1,2,3,5,38,24.7,"Kobe Bryant","Regular Season"
17,"2002-11-29","LAL","@","MEM","W",1,"48:00",18,35,0.51,2,4,0.5,7,9,0.78,1,5,6,5,2,0,5,0,45,29.6,"Kobe Bryant","Regular Season"
18,"2002-12-01","LAL","","MIN","L",1,"41:00",9,15,0.6,1,3,0.33,3,5,0.6,2,3,5,11,0,1,5,1,22,19.6,"Kobe Bryant","Regular Season"
19,"2002-12-03","LAL","","MEM","W",1,"41:00",11,16,0.69,1,2,0.5,1,1,1,2,8,10,11,1,3,3,1,24,28.4,"Kobe Bryant","Regular Season"
20,"2002-12-04","LAL","@","UTA","L",1,"41:00",5,14,0.36,0,2,0,7,7,1,1,4,5,5,3,0,5,1,17,12.2,"Kobe Bryant","Regular Season"
21,"2002-12-06","LAL","","DAL","W",1,"42:00",10,19,0.53,1,2,0.5,6,6,1,1,8,9,7,1,1,6,3,27,20.2,"Kobe Bryant","Regular Season"
22,"2002-12-08","LAL","","UTA","W",1,"39:00",9,18,0.5,0,1,0,7,9,0.78,0,4,4,14,5,0,5,4,25,24.6,"Kobe Bryant","Regular Season"
23,"2002-12-10","LAL","@","GSW","L",1,"42:00",6,12,0.5,1,1,1,6,7,0.86,0,5,5,14,3,0,5,5,19,19.9,"Kobe Bryant","Regular Season"
24,"2002-12-13","LAL","","NOH","L",1,"43:00",6,16,0.38,0,0,NA,4,6,0.67,0,2,2,5,1,0,2,1,16,9.1,"Kobe Bryant","Regular Season"
25,"2002-12-15","LAL","","ORL","W",1,"34:00",6,15,0.4,0,1,0,9,9,1,1,5,6,8,0,2,8,3,21,12.9,"Kobe Bryant","Regular Season"
26,"2002-12-17","LAL","@","MIN","L",1,"39:00",6,14,0.43,0,0,NA,3,4,0.75,2,5,7,6,1,1,2,3,15,12.8,"Kobe Bryant","Regular Season"
27,"2002-12-19","LAL","@","NJN","L",1,"43:00",8,29,0.28,0,1,0,5,5,1,1,4,5,5,1,1,4,2,21,6.2,"Kobe Bryant","Regular Season"
28,"2002-12-20","LAL","@","PHI","L",1,"52:00",16,35,0.46,2,5,0.4,10,10,1,0,4,4,10,1,2,5,4,44,29.9,"Kobe Bryant","Regular Season"
29,"2002-12-22","LAL","@","TOR","W",1,"46:00",12,25,0.48,2,2,1,5,8,0.62,0,2,2,5,2,1,5,3,31,17.7,"Kobe Bryant","Regular Season"
30,"2002-12-25","LAL","","SAC","L",1,"46:00",7,24,0.29,1,4,0.25,12,15,0.8,6,9,15,6,2,1,6,3,27,18.4,"Kobe Bryant","Regular Season"
31,"2002-12-28","LAL","@","DEN","W",1,"35:00",15,26,0.58,2,4,0.5,7,7,1,0,6,6,6,2,0,4,3,39,29.6,"Kobe Bryant","Regular Season"
32,"2002-12-29","LAL","","TOR","W",1,"35:00",5,15,0.33,0,1,0,3,3,1,1,8,9,12,2,1,3,3,13,14.5,"Kobe Bryant","Regular Season"
33,"2003-01-04","LAL","@","PHO","L",1,"42:00",15,32,0.47,0,8,0,7,9,0.78,0,7,7,7,4,2,2,3,37,29,"Kobe Bryant","Regular Season"
34,"2003-01-05","LAL","","PHO","W",1,"46:00",13,29,0.45,1,5,0.2,4,6,0.67,3,9,12,7,2,1,1,1,31,26.1,"Kobe Bryant","Regular Season"
35,"2003-01-07","LAL","","SEA","W",1,"37:00",16,28,0.57,12,18,0.67,1,1,1,0,3,3,3,1,1,2,2,45,33.7,"Kobe Bryant","Regular Season"
36,"2003-01-10","LAL","","CLE","W",1,"34:00",7,12,0.58,0,2,0,7,10,0.7,3,7,10,11,4,1,5,2,21,25,"Kobe Bryant","Regular Season"
37,"2003-01-12","LAL","","MIA","W",1,"38:00",12,21,0.57,0,3,0,12,13,0.92,1,2,3,4,4,0,4,1,36,29.4,"Kobe Bryant","Regular Season"
38,"2003-01-15","LAL","@","NOH","W",1,"46:00",12,28,0.43,2,3,0.67,10,10,1,2,9,11,4,2,2,2,1,36,29.1,"Kobe Bryant","Regular Season"
39,"2003-01-17","LAL","@","HOU","L",1,"49:00",5,21,0.24,2,6,0.33,10,12,0.83,2,9,11,9,3,0,4,5,22,15.9,"Kobe Bryant","Regular Season"
40,"2003-01-20","LAL","","LAC","W",1,"45:00",8,18,0.44,1,3,0.33,9,9,1,0,8,8,11,3,2,4,2,26,26.3,"Kobe Bryant","Regular Season"
41,"2003-01-22","LAL","","GSW","L",1,"39:00",9,17,0.53,3,5,0.6,2,3,0.67,0,3,3,7,2,1,5,5,23,15.8,"Kobe Bryant","Regular Season"
42,"2003-01-24","LAL","","NJN","L",1,"41:00",4,14,0.29,1,2,0.5,2,3,0.67,4,3,7,5,2,0,1,1,11,10.2,"Kobe Bryant","Regular Season"
43,"2003-01-29","LAL","@","PHO","W",1,"46:00",15,29,0.52,0,1,0,10,11,0.91,1,4,5,4,1,1,4,3,40,26.5,"Kobe Bryant","Regular Season"
44,"2003-01-31","LAL","@","SAC","W",1,"43:00",14,29,0.48,3,6,0.5,7,8,0.88,1,4,5,5,1,1,4,3,38,24.8,"Kobe Bryant","Regular Season"
45,"2003-02-01","LAL","","UTA","W",1,"44:00",12,25,0.48,2,3,0.67,16,18,0.89,0,3,3,4,3,1,2,1,42,33.5,"Kobe Bryant","Regular Season"
46,"2003-02-04","LAL","@","IND","W",1,"42:00",12,31,0.39,1,5,0.2,10,10,1,3,4,7,2,2,2,7,2,35,18.4,"Kobe Bryant","Regular Season"
47,"2003-02-06","LAL","@","NYK","W",1,"41:00",17,27,0.63,4,4,1,8,11,0.73,0,6,6,3,2,1,6,4,46,31.7,"Kobe Bryant","Regular Season"
48,"2003-02-11","LAL","","DEN","W",1,"31:00",12,20,0.6,1,3,0.33,17,21,0.81,0,2,2,5,4,0,1,0,42,38.3,"Kobe Bryant","Regular Season"
49,"2003-02-12","LAL","@","DEN","W",1,"31:00",15,28,0.54,3,8,0.38,18,20,0.9,0,3,3,2,2,0,0,1,51,40.5,"Kobe Bryant","Regular Season"
50,"2003-02-14","LAL","","SAS","L",1,"45:00",19,41,0.46,2,3,0.67,4,6,0.67,2,4,6,4,4,2,7,2,44,25.1,"Kobe Bryant","Regular Season"
51,"2003-02-16","LAL","","NYK","L",1,"42:00",14,31,0.45,3,5,0.6,9,10,0.9,1,3,4,5,2,0,3,4,40,26,"Kobe Bryant","Regular Season"
52,"2003-02-18","LAL","","HOU","W",1,"54:00",19,38,0.5,3,9,0.33,11,11,1,0,8,8,7,0,3,5,4,52,35.8,"Kobe Bryant","Regular Season"
53,"2003-02-19","LAL","@","UTA","W",1,"40:00",15,29,0.52,4,6,0.67,6,9,0.67,1,5,6,1,1,0,3,2,40,24.6,"Kobe Bryant","Regular Season"
54,"2003-02-21","LAL","","POR","W",1,"42:00",15,32,0.47,3,7,0.43,7,9,0.78,0,7,7,1,5,2,4,2,40,27.2,"Kobe Bryant","Regular Season"
55,"2003-02-23","LAL","","SEA","W",1,"42:00",13,34,0.38,1,6,0.17,14,16,0.88,1,4,5,3,3,0,3,2,41,24.8,"Kobe Bryant","Regular Season"
56,"2003-02-25","LAL","","LAC","W",1,"41:00",11,26,0.42,1,5,0.2,9,10,0.9,4,2,6,3,5,1,5,4,32,22.4,"Kobe Bryant","Regular Season"
57,"2003-02-27","LAL","","DET","W",1,"44:00",10,22,0.45,1,2,0.5,9,10,0.9,0,2,2,1,3,1,1,2,30,21.4,"Kobe Bryant","Regular Season"
58,"2003-02-28","LAL","@","SEA","L",1,"44:00",10,27,0.37,4,11,0.36,10,14,0.71,0,4,4,9,1,0,1,3,34,23.8,"Kobe Bryant","Regular Season"
59,"2003-03-05","LAL","","IND","W",1,"43:00",9,26,0.35,0,3,0,2,3,0.67,0,10,10,5,3,1,3,2,20,11.4,"Kobe Bryant","Regular Season"
60,"2003-03-07","LAL","","MIN","W",1,"43:00",12,24,0.5,2,4,0.5,4,4,1,1,3,4,7,3,0,0,1,30,27.1,"Kobe Bryant","Regular Season"
61,"2003-03-09","LAL","","PHI","W",1,"43:00",8,20,0.4,0,2,0,12,13,0.92,1,7,8,9,0,2,5,4,28,20.7,"Kobe Bryant","Regular Season"
62,"2003-03-11","LAL","@","CHI","L",1,"43:00",13,26,0.5,1,4,0.25,9,13,0.69,0,5,5,5,2,0,3,3,36,24.2,"Kobe Bryant","Regular Season"
63,"2003-03-12","LAL","@","DET","L",1,"40:00",9,23,0.39,2,3,0.67,1,1,1,2,1,3,4,0,1,4,5,21,7.7,"Kobe Bryant","Regular Season"
64,"2003-03-14","LAL","@","MIN","W",1,"37:00",11,24,0.46,1,2,0.5,7,7,1,1,5,6,3,3,1,0,1,30,25.2,"Kobe Bryant","Regular Season"
65,"2003-03-15","LAL","@","MIL","W",1,"43:00",6,14,0.43,0,2,0,8,9,0.89,1,8,9,4,2,2,5,4,20,14.9,"Kobe Bryant","Regular Season"
66,"2003-03-17","LAL","@","LAC","W",1,"39:00",8,16,0.5,1,2,0.5,9,12,0.75,1,6,7,6,1,1,3,3,26,21,"Kobe Bryant","Regular Season"
67,"2003-03-20","LAL","@","SAC","L",1,"45:00",11,30,0.37,1,5,0.2,11,15,0.73,5,8,13,3,0,0,2,1,34,21.4,"Kobe Bryant","Regular Season"
68,"2003-03-21","LAL","","BOS","W",1,"31:00",5,11,0.45,0,2,0,3,3,1,0,3,3,7,1,1,2,4,13,11.2,"Kobe Bryant","Regular Season"
69,"2003-03-23","LAL","@","SAS","L",1,"40:00",11,30,0.37,1,6,0.17,8,10,0.8,0,9,9,0,3,0,3,4,31,14.7,"Kobe Bryant","Regular Season"
70,"2003-03-25","LAL","@","ATL","W",1,"38:00",11,21,0.52,4,6,0.67,2,2,1,0,10,10,6,3,0,2,1,28,25.5,"Kobe Bryant","Regular Season"
71,"2003-03-26","LAL","@","HOU","W",1,"44:00",10,22,0.45,0,1,0,11,12,0.92,1,8,9,5,1,0,5,2,31,21,"Kobe Bryant","Regular Season"
72,"2003-03-28","LAL","","WAS","W",1,"41:00",15,29,0.52,9,13,0.69,16,18,0.89,0,5,5,3,3,0,3,5,55,41.5,"Kobe Bryant","Regular Season"
73,"2003-03-30","LAL","@","SEA","L",1,"37:00",5,13,0.38,4,8,0.5,0,0,NA,1,1,2,5,3,0,4,4,14,8.8,"Kobe Bryant","Regular Season"
74,"2003-03-31","LAL","","MEM","W",1,"41:00",10,23,0.43,3,5,0.6,6,6,1,1,4,5,8,6,1,4,3,29,25.9,"Kobe Bryant","Regular Season"
75,"2003-04-03","LAL","@","DAL","W",1,"44:00",7,21,0.33,0,4,0,5,7,0.71,1,7,8,6,3,1,3,4,19,12.4,"Kobe Bryant","Regular Season"
76,"2003-04-04","LAL","@","MEM","W",1,"40:00",7,15,0.47,3,5,0.6,4,4,1,0,7,7,6,1,0,5,3,21,14.4,"Kobe Bryant","Regular Season"
77,"2003-04-06","LAL","","PHO","W",1,"49:00",10,25,0.4,1,6,0.17,5,5,1,0,8,8,7,2,2,7,2,26,15.4,"Kobe Bryant","Regular Season"
78,"2003-04-08","LAL","","DAL","W",1,"40:00",4,16,0.25,1,4,0.25,5,7,0.71,0,8,8,4,2,0,3,4,14,6.2,"Kobe Bryant","Regular Season"
79,"2003-04-10","LAL","","SAC","W",1,"46:00",13,31,0.42,0,4,0,8,8,1,4,3,7,6,4,0,0,3,34,28.2,"Kobe Bryant","Regular Season"
80,"2003-04-13","LAL","@","POR","L",1,"42:00",11,19,0.58,1,2,0.5,13,14,0.93,1,5,6,7,1,0,4,4,36,29.2,"Kobe Bryant","Regular Season"
81,"2003-04-15","LAL","","DEN","W",1,"26:00",8,16,0.5,3,6,0.5,13,14,0.93,2,6,8,4,2,1,2,1,32,29.9,"Kobe Bryant","Regular Season"
82,"2003-04-16","LAL","@","GSW","W",1,"42:00",16,28,0.57,3,7,0.43,9,10,0.9,1,5,6,4,0,0,3,1,44,32,"Kobe Bryant","Regular Season"
1,"2003-11-01","LAL","@","PHO","W",1,"37:00",4,12,0.33,0,1,0,7,10,0.7,0,6,6,4,0,1,2,4,15,8.7,"Kobe Bryant","Regular Season"
2,"2003-11-02","LAL","","GSW","W",1,"35:00",7,12,0.58,2,3,0.67,5,5,1,1,3,4,2,5,1,4,4,21,18.5,"Kobe Bryant","Regular Season"
3,"2003-11-04","LAL","@","MIL","W",1,"40:00",10,22,0.45,2,4,0.5,9,10,0.9,5,2,7,8,1,2,0,3,31,30.1,"Kobe Bryant","Regular Season"
4,"2003-11-06","LAL","@","SAS","W",1,"49:00",16,29,0.55,1,4,0.25,4,5,0.8,2,3,5,2,4,0,2,4,37,26.8,"Kobe Bryant","Regular Season"
5,"2003-11-07","LAL","@","NOH","L",1,"37:00",4,14,0.29,0,4,0,3,4,0.75,1,3,4,3,1,0,3,3,11,2.9,"Kobe Bryant","Regular Season"
6,"2003-11-10","LAL","@","MEM","L",1,"33:00",5,15,0.33,0,2,0,9,10,0.9,1,3,4,5,2,0,6,4,19,9.6,"Kobe Bryant","Regular Season"
7,"2003-11-12","LAL","","TOR","W",1,"37:00",5,11,0.45,1,1,1,8,10,0.8,1,2,3,4,1,0,3,4,19,13,"Kobe Bryant","Regular Season"
8,"2003-11-14","LAL","","DET","W",1,"36:00",6,11,0.55,0,0,NA,4,4,1,0,3,3,1,3,2,1,5,16,13.7,"Kobe Bryant","Regular Season"
9,"2003-11-16","LAL","","MIA","W",1,"34:00",6,10,0.6,0,1,0,15,16,0.94,1,3,4,6,2,0,3,2,27,26,"Kobe Bryant","Regular Season"
10,"2003-11-18","LAL","@","DET","L",1,"40:00",4,14,0.29,0,2,0,11,11,1,1,1,2,3,0,0,0,3,19,12.7,"Kobe Bryant","Regular Season"
11,"2003-11-19","LAL","@","NYK","W",1,"33:00",7,13,0.54,0,0,NA,7,9,0.78,1,1,2,4,1,0,1,5,21,15.7,"Kobe Bryant","Regular Season"
12,"2003-11-21","LAL","","CHI","W",1,"36:00",10,19,0.53,0,1,0,8,11,0.73,1,4,5,4,3,1,3,4,28,21.3,"Kobe Bryant","Regular Season"
13,"2003-11-23","LAL","","MEM","W",1,"32:00",8,16,0.5,1,2,0.5,11,12,0.92,1,2,3,3,4,0,1,2,28,25.2,"Kobe Bryant","Regular Season"
14,"2003-11-26","LAL","","WAS","W",1,"26:00",7,13,0.54,1,3,0.33,7,7,1,0,4,4,4,2,0,3,3,22,17.5,"Kobe Bryant","Regular Season"
15,"2003-11-28","LAL","","SAS","W",1,"30:00",6,13,0.46,1,2,0.5,4,6,0.67,0,2,2,2,1,0,0,0,17,12.5,"Kobe Bryant","Regular Season"
16,"2003-11-30","LAL","","IND","W",1,"36:00",4,10,0.4,1,2,0.5,3,4,0.75,1,1,2,7,1,0,2,3,12,9.9,"Kobe Bryant","Regular Season"
17,"2003-12-03","LAL","@","SAS","W",1,"46:00",6,20,0.3,1,4,0.25,8,9,0.89,1,5,6,3,2,0,4,4,21,9.7,"Kobe Bryant","Regular Season"
18,"2003-12-04","LAL","@","DAL","W",1,"38:00",9,23,0.39,2,5,0.4,12,12,1,4,2,6,3,1,0,3,3,32,21.8,"Kobe Bryant","Regular Season"
19,"2003-12-07","LAL","","UTA","W",1,"40:00",4,17,0.24,2,4,0.5,9,10,0.9,2,4,6,3,1,0,2,4,19,10.4,"Kobe Bryant","Regular Season"
20,"2003-12-09","LAL","","NYK","W",1,"41:00",7,16,0.44,0,0,NA,7,8,0.88,3,3,6,9,1,0,3,1,21,19.1,"Kobe Bryant","Regular Season"
21,"2003-12-12","LAL","","DAL","L",1,"41:00",4,18,0.22,0,3,0,7,7,1,1,6,7,6,1,1,1,5,15,9.4,"Kobe Bryant","Regular Season"
22,"2003-12-13","LAL","@","POR","L",1,"42:00",10,18,0.56,1,3,0.33,14,15,0.93,3,2,5,6,0,1,2,2,35,30.8,"Kobe Bryant","Regular Season"
23,"2003-12-19","LAL","","DEN","W",0,"31:00",5,14,0.36,0,2,0,3,4,0.75,1,2,3,5,0,0,4,1,13,5.2,"Kobe Bryant","Regular Season"
24,"2003-12-21","LAL","","PHO","W",1,"39:00",4,12,0.33,0,2,0,2,3,0.67,3,3,6,4,0,0,4,0,10,4.6,"Kobe Bryant","Regular Season"
25,"2003-12-23","LAL","@","GSW","L",1,"38:00",8,16,0.5,3,5,0.6,4,5,0.8,1,4,5,2,1,1,4,5,23,13.6,"Kobe Bryant","Regular Season"
26,"2003-12-25","LAL","","HOU","L",1,"43:00",9,26,0.35,1,2,0.5,4,6,0.67,3,5,8,6,2,0,3,4,23,12.8,"Kobe Bryant","Regular Season"
27,"2003-12-28","LAL","","BOS","W",1,"36:00",5,18,0.28,1,6,0.17,0,0,NA,2,3,5,6,2,0,6,2,11,2.1,"Kobe Bryant","Regular Season"
28,"2004-01-02","LAL","@","SEA","L",1,"36:00",11,25,0.44,3,4,0.75,7,8,0.88,2,4,6,6,4,0,3,4,32,24.7,"Kobe Bryant","Regular Season"
29,"2004-01-04","LAL","@","LAC","L",1,"40:00",14,27,0.52,4,7,0.57,12,15,0.8,4,6,10,3,4,0,2,2,44,37.4,"Kobe Bryant","Regular Season"
30,"2004-01-06","LAL","@","MIN","L",1,"38:00",8,17,0.47,0,1,0,4,6,0.67,2,8,10,4,0,0,1,4,20,14.5,"Kobe Bryant","Regular Season"
31,"2004-01-07","LAL","@","DEN","L",1,"38:00",8,23,0.35,1,4,0.25,10,11,0.91,1,2,3,6,6,0,5,3,27,19,"Kobe Bryant","Regular Season"
32,"2004-01-09","LAL","","ATL","W",1,"31:00",9,19,0.47,2,5,0.4,6,6,1,0,5,5,6,3,0,1,2,26,23.2,"Kobe Bryant","Regular Season"
33,"2004-01-12","LAL","","CLE","W",1,"17:00",3,8,0.38,0,0,NA,4,5,0.8,1,4,5,2,1,0,0,1,10,9.1,"Kobe Bryant","Regular Season"
34,"2004-01-24","LAL","@","UTA","W",1,"38:00",6,15,0.4,1,4,0.25,8,13,0.62,2,2,4,6,0,0,0,0,21,17.1,"Kobe Bryant","Regular Season"
35,"2004-01-28","LAL","","SEA","W",1,"29:00",6,15,0.4,0,3,0,2,3,0.67,0,2,2,3,0,0,3,0,14,5.2,"Kobe Bryant","Regular Season"
36,"2004-02-11","LAL","@","HOU","L",1,"36:00",4,7,0.57,4,5,0.8,2,2,1,0,1,1,3,0,0,1,3,14,10.9,"Kobe Bryant","Regular Season"
37,"2004-02-17","LAL","","POR","W",1,"42:00",13,23,0.57,0,1,0,5,9,0.56,4,4,8,10,2,0,4,1,31,27.1,"Kobe Bryant","Regular Season"
38,"2004-02-18","LAL","@","GSW","W",1,"44:00",11,16,0.69,0,1,0,13,15,0.87,2,4,6,8,2,1,5,1,35,32.9,"Kobe Bryant","Regular Season"
39,"2004-02-20","LAL","","PHI","W",1,"30:00",10,18,0.56,1,2,0.5,7,8,0.88,4,1,5,7,3,2,2,4,28,27.8,"Kobe Bryant","Regular Season"
40,"2004-02-22","LAL","@","PHO","W",1,"42:00",15,25,0.6,2,5,0.4,8,8,1,4,3,7,5,3,0,2,0,40,36.7,"Kobe Bryant","Regular Season"
41,"2004-02-25","LAL","@","DEN","W",1,"41:00",14,26,0.54,2,4,0.5,5,5,1,2,5,7,10,3,0,3,2,35,31.5,"Kobe Bryant","Regular Season"
42,"2004-02-26","LAL","","SAC","L",1,"41:00",12,28,0.43,2,6,0.33,9,10,0.9,3,8,11,6,1,0,4,2,35,24.7,"Kobe Bryant","Regular Season"
43,"2004-02-28","LAL","@","WAS","W",1,"38:00",8,16,0.5,2,4,0.5,7,8,0.88,3,11,14,10,2,0,2,3,25,27.8,"Kobe Bryant","Regular Season"
44,"2004-02-29","LAL","@","NJN","W",1,"33:00",4,12,0.33,2,6,0.33,1,2,0.5,1,5,6,10,1,0,4,3,11,8.8,"Kobe Bryant","Regular Season"
45,"2004-03-03","LAL","@","HOU","W",1,"46:00",7,19,0.37,0,5,0,4,4,1,0,8,8,13,0,0,4,2,18,14.2,"Kobe Bryant","Regular Season"
46,"2004-03-05","LAL","","SEA","W",1,"1:00",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,0,-0.4,"Kobe Bryant","Regular Season"
47,"2004-03-10","LAL","@","BOS","W",1,"40:00",4,16,0.25,0,2,0,10,14,0.71,3,2,5,10,3,0,3,2,18,15.7,"Kobe Bryant","Regular Season"
48,"2004-03-12","LAL","@","MIN","L",1,"38:00",6,20,0.3,1,3,0.33,3,3,1,2,9,11,5,0,0,2,2,16,9.2,"Kobe Bryant","Regular Season"
49,"2004-03-13","LAL","@","CHI","W",1,"38:00",12,25,0.48,1,4,0.25,10,11,0.91,2,6,8,3,2,1,5,2,35,24.1,"Kobe Bryant","Regular Season"
50,"2004-03-15","LAL","","ORL","W",1,"44:00",13,26,0.5,2,5,0.4,10,13,0.77,1,2,3,4,1,1,1,5,38,26.6,"Kobe Bryant","Regular Season"
51,"2004-03-17","LAL","@","LAC","W",1,"40:00",11,17,0.65,1,3,0.33,4,4,1,1,8,9,6,1,1,3,2,27,24.7,"Kobe Bryant","Regular Season"
52,"2004-03-19","LAL","","LAC","W",1,"39:00",10,20,0.5,0,2,0,7,8,0.88,2,5,7,3,5,0,3,4,27,22,"Kobe Bryant","Regular Season"
53,"2004-03-21","LAL","","MIL","W",1,"39:00",7,17,0.41,0,1,0,8,8,1,3,2,5,4,1,1,5,2,22,14.3,"Kobe Bryant","Regular Season"
54,"2004-03-24","LAL","","SAC","W",1,"37:00",11,23,0.48,2,5,0.4,12,12,1,2,4,6,6,1,0,0,3,36,30.9,"Kobe Bryant","Regular Season"
55,"2004-03-26","LAL","","MIN","W",1,"37:00",13,21,0.62,2,4,0.5,7,7,1,2,7,9,5,2,2,4,2,35,31.1,"Kobe Bryant","Regular Season"
56,"2004-03-28","LAL","","UTA","W",1,"40:00",8,23,0.35,1,3,0.33,17,21,0.81,1,5,6,4,1,1,1,5,34,23.2,"Kobe Bryant","Regular Season"
57,"2004-03-30","LAL","","NOH","W",1,"34:00",7,17,0.41,3,7,0.43,6,6,1,1,2,3,6,1,0,4,3,23,15.2,"Kobe Bryant","Regular Season"
58,"2004-04-01","LAL","","HOU","W",1,"45:00",8,19,0.42,1,2,0.5,9,12,0.75,2,5,7,4,5,1,6,2,26,19.3,"Kobe Bryant","Regular Season"
59,"2004-04-02","LAL","@","SEA","W",1,"40:00",9,18,0.5,3,5,0.6,4,6,0.67,0,1,1,2,2,0,3,4,25,14.3,"Kobe Bryant","Regular Season"
60,"2004-04-04","LAL","","SAS","L",1,"43:00",9,26,0.35,2,7,0.29,8,10,0.8,1,5,6,3,0,2,3,2,28,14.5,"Kobe Bryant","Regular Season"
