"G","Date","Tm","X","Opp","Result","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","Player","RSorPO"
35,"2013-01-09","LAL","@","SAS","L",1,"38:43",10,24,0.42,3,8,0.38,4,7,0.57,0,4,4,5,0,0,1,3,27,15.5,"Kobe Bryant","Regular Season"
36,"2013-01-11","LAL","","OKC","L",1,"35:03",8,23,0.35,2,8,0.25,10,13,0.77,0,4,4,3,2,0,1,2,28,17.4,"Kobe Bryant","Regular Season"
37,"2013-01-13","LAL","","CLE","W",1,"27:58",9,14,0.64,3,4,0.75,2,4,0.5,0,2,2,6,0,0,4,4,23,15.2,"Kobe Bryant","Regular Season"
38,"2013-01-15","LAL","","MIL","W",1,"36:40",12,19,0.63,3,5,0.6,4,4,1,1,1,2,6,1,0,1,2,31,26.9,"Kobe Bryant","Regular Season"
39,"2013-01-17","LAL","","MIA","L",1,"42:55",8,25,0.32,4,9,0.44,2,2,1,1,3,4,1,1,0,6,4,22,3.4,"Kobe Bryant","Regular Season"
40,"2013-01-20","LAL","@","TOR","L",1,"42:53",10,32,0.31,3,12,0.25,3,3,1,0,4,4,5,2,1,6,1,26,8.6,"Kobe Bryant","Regular Season"
41,"2013-01-21","LAL","@","CHI","L",1,"41:58",7,22,0.32,0,6,0,2,3,0.67,0,4,4,5,0,0,3,2,16,3.9,"Kobe Bryant","Regular Season"
42,"2013-01-23","LAL","@","MEM","L",1,"38:34",11,23,0.48,0,1,0,7,8,0.88,0,3,3,3,1,0,2,1,29,18.5,"Kobe Bryant","Regular Season"
43,"2013-01-25","LAL","","UTA","W",1,"34:44",7,10,0.7,0,0,NA,0,0,NA,0,9,9,14,3,1,3,0,14,23,"Kobe Bryant","Regular Season"
44,"2013-01-27","LAL","","OKC","W",1,"38:47",8,12,0.67,0,0,NA,5,6,0.83,0,9,9,14,1,1,3,1,21,26.2,"Kobe Bryant","Regular Season"
45,"2013-01-29","LAL","","NOH","W",1,"34:23",5,12,0.42,0,4,0,4,4,1,3,5,8,11,0,0,2,1,14,16.5,"Kobe Bryant","Regular Season"
46,"2013-01-30","LAL","@","PHO","L",1,"38:40",7,17,0.41,0,3,0,3,4,0.75,0,5,5,9,2,0,6,0,17,11.3,"Kobe Bryant","Regular Season"
47,"2013-02-01","LAL","@","MIN","W",1,"38:30",4,13,0.31,1,4,0.25,8,10,0.8,2,10,12,8,0,0,4,2,17,13.9,"Kobe Bryant","Regular Season"
48,"2013-02-03","LAL","@","DET","W",1,"37:05",8,20,0.4,0,3,0,2,3,0.67,0,3,3,5,2,0,3,0,18,10.2,"Kobe Bryant","Regular Season"
49,"2013-02-05","LAL","@","BRK","W",1,"37:16",9,24,0.38,0,2,0,3,3,1,1,7,8,4,4,1,5,1,21,12.7,"Kobe Bryant","Regular Season"
50,"2013-02-07","LAL","@","BOS","L",1,"29:41",9,15,0.6,0,1,0,9,9,1,3,4,7,0,0,0,4,2,27,18.6,"Kobe Bryant","Regular Season"
51,"2013-02-08","LAL","@","CHA","W",1,"37:33",6,15,0.4,0,2,0,8,8,1,0,7,7,8,0,1,3,0,20,17.3,"Kobe Bryant","Regular Season"
52,"2013-02-10","LAL","@","MIA","L",1,"37:03",11,19,0.58,0,0,NA,6,8,0.75,1,5,6,9,1,0,4,2,28,23,"Kobe Bryant","Regular Season"
53,"2013-02-12","LAL","","PHO","W",1,"35:46",1,8,0.12,0,4,0,2,2,1,1,4,5,9,1,1,8,1,4,0.3,"Kobe Bryant","Regular Season"
54,"2013-02-14","LAL","","LAC","L",1,"38:39",7,13,0.54,0,0,NA,6,6,1,3,2,5,11,0,0,6,2,20,17.3,"Kobe Bryant","Regular Season"
55,"2013-02-20","LAL","","BOS","W",1,"32:49",5,15,0.33,0,4,0,6,7,0.86,1,3,4,7,0,0,3,5,16,8.6,"Kobe Bryant","Regular Season"
56,"2013-02-22","LAL","","POR","W",1,"35:51",15,23,0.65,1,3,0.33,9,9,1,2,5,7,4,2,0,5,1,40,32.2,"Kobe Bryant","Regular Season"
57,"2013-02-24","LAL","@","DAL","W",1,"38:16",13,21,0.62,4,5,0.8,8,10,0.8,1,11,12,7,0,1,5,2,38,31.5,"Kobe Bryant","Regular Season"
58,"2013-02-25","LAL","@","DEN","L",1,"38:44",12,23,0.52,0,1,0,5,6,0.83,0,6,6,9,0,0,4,3,29,20.2,"Kobe Bryant","Regular Season"
59,"2013-02-28","LAL","","MIN","W",1,"31:33",13,22,0.59,4,8,0.5,3,7,0.43,1,4,5,5,2,0,3,1,33,25.2,"Kobe Bryant","Regular Season"
60,"2013-03-03","LAL","","ATL","W",1,"39:00",13,27,0.48,2,5,0.4,6,8,0.75,1,5,6,4,2,0,5,1,34,21.1,"Kobe Bryant","Regular Season"
61,"2013-03-05","LAL","@","OKC","L",1,"39:24",8,19,0.42,3,7,0.43,11,12,0.92,1,2,3,2,0,0,2,3,30,19,"Kobe Bryant","Regular Season"
62,"2013-03-06","LAL","@","NOH","W",1,"41:57",14,21,0.67,3,7,0.43,11,14,0.79,0,7,7,12,0,1,6,0,42,36.9,"Kobe Bryant","Regular Season"
63,"2013-03-08","LAL","","TOR","W",1,"43:47",11,22,0.5,5,10,0.5,14,16,0.88,1,5,6,12,2,0,9,0,41,32.8,"Kobe Bryant","Regular Season"
64,"2013-03-10","LAL","","CHI","W",1,"39:35",7,16,0.44,1,4,0.25,4,6,0.67,1,6,7,9,2,0,2,2,19,17.8,"Kobe Bryant","Regular Season"
65,"2013-03-12","LAL","@","ORL","W",1,"36:27",4,14,0.29,2,6,0.33,1,2,0.5,1,6,7,8,2,0,3,1,11,9.1,"Kobe Bryant","Regular Season"
66,"2013-03-13","LAL","@","ATL","L",1,"38:12",11,33,0.33,2,8,0.25,7,8,0.88,1,6,7,5,2,0,5,1,31,14.5,"Kobe Bryant","Regular Season"
67,"2013-03-15","LAL","@","IND","W",1,"12:00",0,4,0,0,1,0,0,0,NA,0,1,1,2,0,0,1,1,0,-2.5,"Kobe Bryant","Regular Season"
68,"2013-03-22","LAL","","WAS","L",1,"37:53",8,18,0.44,1,2,0.5,4,7,0.57,1,3,4,11,2,0,6,3,21,14.5,"Kobe Bryant","Regular Season"
69,"2013-03-25","LAL","@","GSW","L",1,"41:54",11,27,0.41,2,10,0.2,12,16,0.75,1,7,8,3,0,0,0,1,36,24.4,"Kobe Bryant","Regular Season"
70,"2013-03-27","LAL","@","MIN","W",1,"37:47",12,21,0.57,3,7,0.43,4,6,0.67,0,3,3,7,1,1,6,4,31,20.2,"Kobe Bryant","Regular Season"
71,"2013-03-28","LAL","@","MIL","L",1,"36:28",6,17,0.35,0,3,0,18,20,0.9,0,2,2,3,0,0,6,2,30,15.6,"Kobe Bryant","Regular Season"
72,"2013-03-30","LAL","@","SAC","W",1,"47:37",5,18,0.28,0,4,0,9,11,0.82,1,8,9,14,2,0,1,2,19,20.7,"Kobe Bryant","Regular Season"
73,"2013-04-02","LAL","","DAL","W",1,"47:04",8,18,0.44,0,3,0,7,8,0.88,1,10,11,11,4,2,4,3,23,24.8,"Kobe Bryant","Regular Season"
74,"2013-04-05","LAL","","MEM","W",1,"42:32",10,23,0.43,0,5,0,4,4,1,0,5,5,9,1,0,4,3,24,15.5,"Kobe Bryant","Regular Season"
75,"2013-04-07","LAL","@","LAC","L",1,"47:20",6,19,0.32,1,5,0.2,12,14,0.86,1,6,7,10,0,0,4,3,25,17.6,"Kobe Bryant","Regular Season"
76,"2013-04-09","LAL","","NOH","W",1,"41:06",9,18,0.5,2,7,0.29,10,11,0.91,1,5,6,6,5,1,5,2,30,26.9,"Kobe Bryant","Regular Season"
77,"2013-04-10","LAL","@","POR","W",1,"48:00",14,27,0.52,1,5,0.2,18,18,1,0,8,8,5,3,4,1,4,47,42.8,"Kobe Bryant","Regular Season"
78,"2013-04-12","LAL","","GSW","W",1,"44:54",9,21,0.43,4,8,0.5,12,16,0.75,0,5,5,4,0,0,5,3,34,19.4,"Kobe Bryant","Regular Season"
1,"2013-12-08","LAL","","TOR","L",1,"27:56",2,9,0.22,0,3,0,5,7,0.71,1,7,8,4,2,0,8,3,9,1.1,"Kobe Bryant","Regular Season"
2,"2013-12-10","LAL","","PHO","L",1,"29:10",6,11,0.55,0,2,0,8,8,1,0,2,2,3,0,0,3,2,20,13.6,"Kobe Bryant","Regular Season"
3,"2013-12-13","LAL","@","OKC","L",1,"23:09",2,6,0.33,0,0,NA,0,0,NA,0,1,1,13,2,0,7,1,4,4.6,"Kobe Bryant","Regular Season"
4,"2013-12-14","LAL","@","CHA","W",1,"32:14",8,15,0.53,2,5,0.4,3,3,1,0,7,7,8,0,0,7,1,21,14,"Kobe Bryant","Regular Season"
5,"2013-12-16","LAL","@","ATL","L",1,"32:10",4,14,0.29,0,5,0,0,1,0,0,3,3,6,2,0,5,1,8,1.1,"Kobe Bryant","Regular Season"
6,"2013-12-17","LAL","@","MEM","W",1,"32:38",9,18,0.5,1,1,1,2,2,1,1,4,5,4,1,1,4,1,21,14,"Kobe Bryant","Regular Season"
1,"2014-10-28","LAL","","HOU","L",1,"29:00",6,17,0.35,0,1,0,7,8,0.88,0,3,3,2,1,0,1,5,19,9.4,"Kobe Bryant","Regular Season"
2,"2014-10-29","LAL","@","PHO","L",1,"27:53",11,25,0.44,2,4,0.5,7,7,1,1,3,4,3,2,0,2,2,31,20.8,"Kobe Bryant","Regular Season"
3,"2014-10-31","LAL","","LAC","L",1,"35:16",6,15,0.4,1,5,0.2,8,11,0.73,0,4,4,7,2,0,3,5,21,14.8,"Kobe Bryant","Regular Season"
4,"2014-11-01","LAL","@","GSW","L",1,"35:53",12,28,0.43,1,6,0.17,3,6,0.5,1,5,6,1,2,0,7,3,28,8.7,"Kobe Bryant","Regular Season"
5,"2014-11-04","LAL","","PHO","L",1,"44:15",14,37,0.38,3,7,0.43,8,12,0.67,3,6,9,1,1,1,3,0,39,20.4,"Kobe Bryant","Regular Season"
6,"2014-11-09","LAL","","CHO","W",1,"34:17",7,20,0.35,1,5,0.2,6,7,0.86,0,6,6,4,1,0,4,1,21,10.6,"Kobe Bryant","Regular Season"
7,"2014-11-11","LAL","@","MEM","L",1,"37:29",10,26,0.38,3,10,0.3,5,6,0.83,1,6,7,6,4,0,3,3,28,19.9,"Kobe Bryant","Regular Season"
8,"2014-11-12","LAL","@","NOP","L",1,"36:12",10,28,0.36,5,11,0.45,8,8,1,0,4,4,5,1,0,1,1,33,21.7,"Kobe Bryant","Regular Season"
9,"2014-11-14","LAL","","SAS","L",1,"36:25",1,14,0.07,0,5,0,7,9,0.78,0,4,4,6,1,2,4,1,9,2.2,"Kobe Bryant","Regular Season"
10,"2014-11-16","LAL","","GSW","L",1,"31:22",15,34,0.44,3,12,0.25,11,16,0.69,1,4,5,3,0,0,2,3,44,25,"Kobe Bryant","Regular Season"
11,"2014-11-18","LAL","@","ATL","W",1,"36:57",10,18,0.56,3,7,0.43,5,5,1,0,4,4,3,1,0,3,4,28,19.1,"Kobe Bryant","Regular Season"
12,"2014-11-19","LAL","@","HOU","W",1,"39:32",10,28,0.36,1,7,0.14,8,10,0.8,0,5,5,7,1,0,3,0,29,17,"Kobe Bryant","Regular Season"
13,"2014-11-21","LAL","@","DAL","L",1,"31:20",6,22,0.27,1,4,0.25,4,4,1,2,3,5,7,1,0,2,2,17,9.4,"Kobe Bryant","Regular Season"
14,"2014-11-23","LAL","","DEN","L",1,"43:50",10,24,0.42,0,2,0,7,10,0.7,2,4,6,4,0,0,4,1,27,14,"Kobe Bryant","Regular Season"
15,"2014-11-26","LAL","","MEM","L",1,"35:16",5,15,0.33,2,5,0.4,10,10,1,2,2,4,2,0,0,4,1,22,12.5,"Kobe Bryant","Regular Season"
16,"2014-11-28","LAL","","MIN","L",1,"34:45",10,18,0.56,0,1,0,6,10,0.6,1,4,5,5,5,0,2,1,26,23.8,"Kobe Bryant","Regular Season"
17,"2014-11-30","LAL","","TOR","W",1,"41:36",11,24,0.46,0,1,0,9,13,0.69,1,10,11,12,0,1,2,2,31,27,"Kobe Bryant","Regular Season"
18,"2014-12-02","LAL","@","DET","W",1,"33:26",4,11,0.36,1,3,0.33,3,3,1,0,5,5,13,2,0,10,2,12,7.7,"Kobe Bryant","Regular Season"
19,"2014-12-03","LAL","@","WAS","L",1,"34:11",8,22,0.36,2,6,0.33,11,14,0.79,0,4,4,3,1,0,4,4,29,14.3,"Kobe Bryant","Regular Season"
20,"2014-12-05","LAL","@","BOS","L",1,"32:42",9,21,0.43,1,3,0.33,3,3,1,0,3,3,3,1,0,3,1,22,11.5,"Kobe Bryant","Regular Season"
21,"2014-12-07","LAL","","NOP","L",1,"31:59",6,18,0.33,0,5,0,2,2,1,0,3,3,4,0,0,3,2,14,3.7,"Kobe Bryant","Regular Season"
22,"2014-12-09","LAL","","SAC","W",1,"35:50",11,27,0.41,2,6,0.33,8,8,1,3,0,3,6,2,0,3,2,32,22,"Kobe Bryant","Regular Season"
23,"2014-12-12","LAL","@","SAS","W",1,"40:03",7,22,0.32,1,4,0.25,7,8,0.88,1,4,5,9,4,0,5,1,22,15.8,"Kobe Bryant","Regular Season"
24,"2014-12-14","LAL","@","MIN","W",1,"35:09",7,20,0.35,2,7,0.29,10,13,0.77,1,5,6,2,1,0,2,2,26,15.4,"Kobe Bryant","Regular Season"
25,"2014-12-15","LAL","@","IND","L",1,"30:17",8,26,0.31,2,8,0.25,3,3,1,0,4,4,3,2,0,3,4,21,6.7,"Kobe Bryant","Regular Season"
26,"2014-12-19","LAL","","OKC","L",1,"34:35",3,15,0.2,0,3,0,3,4,0.75,0,8,8,8,0,0,3,0,9,4.3,"Kobe Bryant","Regular Season"
27,"2014-12-21","LAL","@","SAC","L",1,"37:52",8,30,0.27,3,8,0.38,6,6,1,3,2,5,3,2,0,9,3,25,3.8,"Kobe Bryant","Regular Season"
28,"2014-12-28","LAL","","PHO","L",1,"32:12",4,10,0.4,1,3,0.33,1,1,1,0,8,8,7,2,0,5,1,10,8.5,"Kobe Bryant","Regular Season"
29,"2014-12-30","LAL","@","DEN","W",1,"31:40",6,11,0.55,3,5,0.6,8,11,0.73,1,10,11,11,2,1,9,1,23,21.2,"Kobe Bryant","Regular Season"
30,"2015-01-02","LAL","","MEM","L",1,"33:08",6,14,0.43,2,4,0.5,1,1,1,1,8,9,8,0,1,2,2,15,14.2,"Kobe Bryant","Regular Season"
31,"2015-01-04","LAL","","IND","W",1,"32:08",7,14,0.5,2,3,0.67,4,4,1,0,6,6,6,3,0,2,2,20,19.2,"Kobe Bryant","Regular Season"
32,"2015-01-07","LAL","@","LAC","L",1,"27:47",2,12,0.17,0,3,0,0,0,NA,0,8,8,7,1,0,6,1,4,-1.7,"Kobe Bryant","Regular Season"
33,"2015-01-13","LAL","","MIA","L",1,"30:54",3,19,0.16,2,9,0.22,4,4,1,0,6,6,7,1,0,2,0,12,5.6,"Kobe Bryant","Regular Season"
34,"2015-01-15","LAL","","CLE","L",1,"31:49",7,14,0.5,3,6,0.5,2,3,0.67,1,5,6,17,0,0,3,0,19,22.7,"Kobe Bryant","Regular Season"
35,"2015-01-21","LAL","@","NOP","L",1,"29:52",6,14,0.43,1,5,0.2,1,1,1,0,7,7,2,0,1,4,2,14,6,"Kobe Bryant","Regular Season"
1,"2015-10-28","LAL","","MIN","L",1,"28:56",8,24,0.33,3,13,0.23,5,5,1,0,4,4,1,2,0,0,1,24,13.9,"Kobe Bryant","Regular Season"
2,"2015-10-30","LAL","@","SAC","L",1,"22:12",5,12,0.42,1,8,0.12,2,3,0.67,2,2,4,3,0,0,3,2,13,6.5,"Kobe Bryant","Regular Season"
3,"2015-11-01","LAL","","DAL","L",1,"31:21",3,15,0.2,2,8,0.25,7,7,1,2,3,5,1,0,0,1,5,15,5.7,"Kobe Bryant","Regular Season"
4,"2015-11-03","LAL","","DEN","L",1,"29:10",4,11,0.36,1,5,0.2,2,3,0.67,1,1,2,5,2,0,1,5,11,8,"Kobe Bryant","Regular Season"
5,"2015-11-06","LAL","@","BRK","W",1,"31:02",5,16,0.31,1,4,0.25,7,8,0.88,0,3,3,3,0,0,3,3,18,7.2,"Kobe Bryant","Regular Season"
6,"2015-11-08","LAL","@","NYK","L",1,"32:05",6,19,0.32,2,10,0.2,4,7,0.57,0,2,2,3,1,0,1,2,18,7.8,"Kobe Bryant","Regular Season"
7,"2015-11-13","LAL","@","DAL","L",1,"32:25",7,15,0.47,3,8,0.38,2,2,1,0,5,5,3,0,0,6,2,19,8.1,"Kobe Bryant","Regular Season"
8,"2015-11-15","LAL","","DET","W",1,"35:43",6,19,0.32,1,4,0.25,4,4,1,0,8,8,9,2,0,4,3,17,11.6,"Kobe Bryant","Regular Season"
9,"2015-11-20","LAL","","TOR","L",1,"37:04",5,13,0.38,0,5,0,0,0,NA,0,4,4,5,2,0,3,2,10,5.8,"Kobe Bryant","Regular Season"
10,"2015-11-22","LAL","","POR","L",1,"31:23",6,22,0.27,0,5,0,6,7,0.86,1,3,4,4,1,1,0,1,18,10.3,"Kobe Bryant","Regular Season"
11,"2015-11-24","LAL","@","GSW","L",1,"24:41",1,14,0.07,1,7,0.14,1,2,0.5,0,6,6,2,2,0,3,0,4,-3.6,"Kobe Bryant","Regular Season"
12,"2015-11-28","LAL","@","POR","L",1,"34:08",7,20,0.35,1,5,0.2,6,7,0.86,0,2,2,2,0,0,1,1,21,10,"Kobe Bryant","Regular Season"
13,"2015-11-29","LAL","","IND","L",1,"33:29",4,20,0.2,2,7,0.29,3,4,0.75,1,3,4,3,1,0,1,1,13,3.5,"Kobe Bryant","Regular Season"
14,"2015-12-01","LAL","@","PHI","L",1,"31:42",7,26,0.27,4,17,0.24,2,4,0.5,1,4,5,2,1,0,3,3,20,3.9,"Kobe Bryant","Regular Season"
15,"2015-12-02","LAL","@","WAS","W",1,"35:34",10,24,0.42,4,11,0.36,7,8,0.88,0,2,2,3,1,0,2,1,31,19.1,"Kobe Bryant","Regular Season"
16,"2015-12-04","LAL","@","ATL","L",1,"35:20",4,19,0.21,2,10,0.2,4,5,0.8,0,3,3,5,2,2,2,2,14,6.9,"Kobe Bryant","Regular Season"
17,"2015-12-06","LAL","@","DET","L",1,"25:35",2,15,0.13,1,6,0.17,0,0,NA,0,3,3,1,1,0,3,2,5,-5.9,"Kobe Bryant","Regular Season"
18,"2015-12-07","LAL","@","TOR","L",1,"31:49",8,16,0.5,1,4,0.25,4,5,0.8,0,8,8,4,2,0,4,3,21,14.6,"Kobe Bryant","Regular Season"
19,"2015-12-09","LAL","@","MIN","L",1,"24:30",5,13,0.38,1,2,0.5,0,0,NA,0,1,1,1,1,0,2,2,11,3.1,"Kobe Bryant","Regular Season"
20,"2015-12-11","LAL","@","SAS","L",1,"28:59",5,12,0.42,1,5,0.2,1,2,0.5,1,5,6,4,0,0,2,1,12,7.8,"Kobe Bryant","Regular Season"
21,"2015-12-12","LAL","@","HOU","L",1,"31:09",9,16,0.56,4,9,0.44,3,3,1,2,5,7,6,3,0,0,0,25,27.5,"Kobe Bryant","Regular Season"
22,"2015-12-15","LAL","","MIL","W",1,"27:26",7,15,0.47,3,7,0.43,5,5,1,0,3,3,6,0,0,2,2,22,16.6,"Kobe Bryant","Regular Season"
23,"2015-12-17","LAL","","HOU","L",1,"32:02",9,16,0.56,2,6,0.33,2,7,0.29,1,7,8,3,0,1,2,2,22,15.2,"Kobe Bryant","Regular Season"
24,"2015-12-22","LAL","@","DEN","W",1,"32:11",10,22,0.45,2,9,0.22,9,11,0.82,1,2,3,5,1,1,1,2,31,23.5,"Kobe Bryant","Regular Season"
25,"2015-12-23","LAL","","OKC","L",1,"27:56",7,22,0.32,2,7,0.29,3,3,1,1,0,1,3,1,0,2,3,19,7,"Kobe Bryant","Regular Season"
26,"2015-12-25","LAL","","LAC","L",1,"26:04",4,10,0.4,3,5,0.6,1,4,0.25,0,3,3,3,2,0,3,0,12,7.4,"Kobe Bryant","Regular Season"
27,"2015-12-27","LAL","@","MEM","L",1,"24:00",6,15,0.4,2,8,0.25,5,6,0.83,0,2,2,3,0,0,3,2,19,9.4,"Kobe Bryant","Regular Season"
28,"2015-12-28","LAL","@","CHO","L",1,"32:04",5,20,0.25,3,12,0.25,7,8,0.88,1,3,4,2,0,0,3,2,20,6.8,"Kobe Bryant","Regular Season"
29,"2015-12-30","LAL","@","BOS","W",1,"33:09",5,18,0.28,2,5,0.4,3,5,0.6,1,10,11,3,0,0,4,3,15,4.2,"Kobe Bryant","Regular Season"
30,"2016-01-07","LAL","@","SAC","L",1,"30:56",10,19,0.53,2,6,0.33,6,8,0.75,1,1,2,3,0,1,3,2,28,17.9,"Kobe Bryant","Regular Season"
31,"2016-01-08","LAL","","OKC","L",1,"28:28",8,20,0.4,1,5,0.2,2,2,1,2,2,4,6,1,0,2,3,19,12.2,"Kobe Bryant","Regular Season"
32,"2016-01-12","LAL","","NOP","W",1,"15:44",3,9,0.33,0,5,0,1,2,0.5,0,3,3,1,1,0,1,2,7,2.3,"Kobe Bryant","Regular Season"
33,"2016-01-14","LAL","@","GSW","L",1,"27:28",4,15,0.27,0,4,0,0,0,NA,2,4,6,3,2,1,2,2,8,3.7,"Kobe Bryant","Regular Season"
34,"2016-01-16","LAL","@","UTA","L",1,"14:40",2,8,0.25,0,3,0,1,1,1,1,0,1,2,0,0,0,0,5,2.3,"Kobe Bryant","Regular Season"
35,"2016-01-17","LAL","","HOU","L",1,"24:00",2,5,0.4,1,2,0.5,0,0,NA,0,2,2,9,1,0,4,0,5,6.2,"Kobe Bryant","Regular Season"
36,"2016-01-20","LAL","","SAC","L",1,"31:12",4,13,0.31,2,7,0.29,5,5,1,2,2,4,3,1,0,2,4,15,9,"Kobe Bryant","Regular Season"
37,"2016-01-22","LAL","","SAS","L",1,"26:34",2,9,0.22,1,4,0.25,0,0,NA,1,1,2,6,0,1,3,2,5,1.6,"Kobe Bryant","Regular Season"
38,"2016-01-23","LAL","@","POR","L",1,"24:33",5,9,0.56,0,1,0,0,0,NA,0,2,2,1,0,0,5,1,10,1.6,"Kobe Bryant","Regular Season"
39,"2016-01-28","LAL","","CHI","L",1,"25:05",4,13,0.31,2,7,0.29,0,0,NA,0,4,4,3,2,0,2,2,10,5,"Kobe Bryant","Regular Season"
40,"2016-01-31","LAL","","CHO","L",1,"22:58",8,18,0.44,4,8,0.5,3,3,1,1,7,8,3,2,0,0,1,23,20.1,"Kobe Bryant","Regular Season"
41,"2016-02-02","LAL","","MIN","W",1,"33:01",10,21,0.48,7,11,0.64,11,12,0.92,2,3,5,5,2,0,2,3,38,31.5,"Kobe Bryant","Regular Season"
42,"2016-02-04","LAL","@","NOP","W",1,"32:07",10,24,0.42,4,11,0.36,3,4,0.75,3,9,12,2,2,0,1,0,27,21,"Kobe Bryant","Regular Season"
43,"2016-02-06","LAL","@","SAS","L",1,"32:53",9,28,0.32,4,14,0.29,3,3,1,1,1,2,4,0,1,2,4,25,9.9,"Kobe Bryant","Regular Season"
44,"2016-02-08","LAL","@","IND","L",1,"33:23",6,25,0.24,4,14,0.29,3,4,0.75,1,4,5,0,0,0,0,0,19,5.4,"Kobe Bryant","Regular Season"
45,"2016-02-10","LAL","@","CLE","L",1,"33:05",5,16,0.31,3,7,0.43,4,4,1,0,6,6,3,1,0,3,2,17,8.9,"Kobe Bryant","Regular Season"
46,"2016-02-19","LAL","","SAS","L",1,"29:17",10,25,0.4,1,8,0.12,4,5,0.8,1,3,4,3,1,0,3,0,25,12.8,"Kobe Bryant","Regular Season"
47,"2016-02-21","LAL","@","CHI","L",1,"27:27",8,20,0.4,1,7,0.14,5,7,0.71,2,2,4,1,0,0,0,1,22,12.7,"Kobe Bryant","Regular Season"
48,"2016-02-22","LAL","@","MIL","L",1,"24:27",3,12,0.25,1,5,0.2,8,9,0.89,0,5,5,2,1,0,2,3,15,8.1,"Kobe Bryant","Regular Season"
49,"2016-02-24","LAL","@","MEM","L",1,"28:57",5,14,0.36,2,7,0.29,1,2,0.5,0,1,1,2,1,0,1,2,13,5.7,"Kobe Bryant","Regular Season"
50,"2016-03-02","LAL","@","DEN","L",1,"10:50",1,2,0.5,1,2,0.5,2,3,0.67,1,1,2,1,0,0,0,1,5,4.9,"Kobe Bryant","Regular Season"
51,"2016-03-06","LAL","","GSW","W",1,"24:21",4,14,0.29,0,5,0,4,4,1,0,2,2,3,0,0,3,2,12,2.7,"Kobe Bryant","Regular Season"
52,"2016-03-10","LAL","","CLE","L",1,"32:12",11,16,0.69,3,4,0.75,1,2,0.5,1,4,5,2,1,1,0,1,26,23.4,"Kobe Bryant","Regular Season"
53,"2016-03-13","LAL","","NYK","L",1,"26:50",5,15,0.33,1,4,0.25,3,4,0.75,0,2,2,0,1,0,1,2,14,4.9,"Kobe Bryant","Regular Season"
54,"2016-03-22","LAL","","MEM","W",1,"30:20",7,18,0.39,2,5,0.4,4,4,1,0,2,2,1,1,1,4,4,20,7.6,"Kobe Bryant","Regular Season"
55,"2016-03-23","LAL","@","PHO","L",1,"27:54",5,13,0.38,3,8,0.38,4,4,1,0,3,3,2,0,1,1,1,17,11.5,"Kobe Bryant","Regular Season"
56,"2016-03-25","LAL","","DEN","L",1,"28:42",10,22,0.45,4,9,0.44,4,5,0.8,0,4,4,0,0,0,1,2,28,15.6,"Kobe Bryant","Regular Season"
57,"2016-03-27","LAL","","WAS","L",1,"22:31",6,15,0.4,3,7,0.43,2,2,1,0,1,1,2,1,0,2,0,17,9.6,"Kobe Bryant","Regular Season"
58,"2016-03-28","LAL","@","UTA","L",1,"27:44",1,11,0.09,0,4,0,3,3,1,0,0,0,2,1,0,0,0,5,0.1,"Kobe Bryant","Regular Season"
59,"2016-03-30","LAL","","MIA","W",1,"8:44",1,7,0.14,0,2,0,0,0,NA,1,1,2,0,0,0,1,0,2,-2.5,"Kobe Bryant","Regular Season"
60,"2016-04-03","LAL","","BOS","L",1,"33:01",11,28,0.39,4,11,0.36,8,10,0.8,1,3,4,1,3,0,0,4,34,21.7,"Kobe Bryant","Regular Season"
61,"2016-04-05","LAL","@","LAC","L",1,"22:15",2,12,0.17,0,2,0,2,2,1,1,1,2,0,2,0,2,1,6,-1,"Kobe Bryant","Regular Season"
62,"2016-04-06","LAL","","LAC","L",1,"27:46",6,19,0.32,1,6,0.17,4,4,1,0,3,3,1,1,0,1,1,17,7.3,"Kobe Bryant","Regular Season"
63,"2016-04-08","LAL","@","NOP","L",1,"22:13",4,15,0.27,3,9,0.33,3,3,1,0,3,3,4,1,0,2,0,14,7.8,"Kobe Bryant","Regular Season"
64,"2016-04-10","LAL","@","HOU","L",1,"27:26",10,22,0.45,4,11,0.36,11,11,1,0,2,2,1,2,0,4,1,35,22.5,"Kobe Bryant","Regular Season"
65,"2016-04-11","LAL","@","OKC","L",1,"18:57",4,12,0.33,3,9,0.33,2,2,1,0,1,1,0,1,0,2,2,13,4.7,"Kobe Bryant","Regular Season"
66,"2016-04-13","LAL","","UTA","W",1,"42:09",22,50,0.44,6,21,0.29,10,12,0.83,0,4,4,4,1,1,2,1,60,36.3,"Kobe Bryant","Regular Season"
1,"1997-04-25","LAL","","POR","W",0,"1:00",1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2,1.7,"Kobe Bryant","Playoffs"
2,"1997-04-27","LAL","","POR","W",0,"5:00",1,3,0.33,0,1,0,4,4,1,0,0,0,0,0,0,0,1,6,3.9,"Kobe Bryant","Playoffs"
3,"1997-04-30","LAL","@","POR","L",0,"27:00",7,13,0.54,2,3,0.67,6,8,0.75,0,4,4,2,1,0,4,5,22,12.5,"Kobe Bryant","Playoffs"
